"country","industry","user_type","user_count","time_used"
"Ivory Coast","Agriculture","Non-Tech User","10","31"
"Ethiopia","Transportation","Product Manager","10","24"
"Venezuela","Retail","Data Analyst","10","41"
"Laos","Finance","Doctor","10","34"
"Brazil","Agriculture","Lawyer","10","31"
"Haiti","Retail","Marketer","10","34"
"Azerbaijan","Tech","Content Creator","10","37"
"Georgia","Finance","Marketer","10","22"
"Guinea","Manufacturing","Senior Developer","10","25"
"Tajikistan","Media","Business Owner","10","36"
"Tajikistan","Healthcare","Business Owner","10","32"
"Venezuela","Manufacturing","Marketer","10","34"
"Zimbabwe","Manufacturing","Business Owner","10","26"
"Egypt","Government","Doctor","10","30"
"Bolivia","Agriculture","Designer","10","27"
"Thailand","Media","Non-Tech User","10","38"
"UK","Transportation","Teacher","10","32"
"Gabon","Manufacturing","Startup Founder","10","33"
"Turkey","Transportation","Freelancer","10","34"
"Finland","Media","Business Owner","10","32"
"Eswatini","Transportation","Government Worker","10","29"
"Switzerland","Finance","Cybersecurity Analyst","10","39"
"Kiribati","Legal","Data Analyst","10","28"
"Israel","Finance","Data Analyst","10","31"
"Timor-Leste","Tech","Content Creator","10","28"
"Solomon Islands","Tech","Startup Founder","10","30"
"Andorra","Healthcare","Product Manager","10","37"
"UK","Media","Teacher","10","29"
"Portugal","Education","Student","10","31"
"Brunei","Finance","Junior Dev","10","34"
"Tunisia","Media","Non-Tech User","10","31"
"Hungary","Tech","Doctor","10","24"
"Comoros","Energy","Designer","10","33"
"Czech Republic","Healthcare","Researcher","10","26"
"Brunei","Agriculture","Marketer","10","26"
"Andorra","Energy","Data Analyst","10","38"
"Maldives","Education","Designer","10","31"
"Monaco","Retail","ML Engineer","10","28"
"Somalia","Manufacturing","Cybersecurity Analyst","10","27"
"Belgium","Healthcare","Designer","10","30"
"Micronesia","Finance","Student","10","36"
"Oman","Transportation","Designer","10","27"
"Israel","Finance","Startup Founder","10","28"
"Turkey","Government","Content Creator","10","22"
"Tonga","Manufacturing","Government Worker","10","21"
"Bangladesh","Agriculture","Junior Dev","10","31"
"Finland","Government","Junior Dev","10","35"
"Guatemala","Finance","Content Creator","10","35"
"Slovakia","Finance","Data Analyst","10","27"
"Honduras","Media","ML Engineer","10","30"
"Bulgaria","Media","Non-Tech User","10","29"
"Comoros","Legal","Researcher","10","33"
"Vanuatu","Manufacturing","Government Worker","10","24"
"Sweden","Legal","Lawyer","10","20"
"Greece","Legal","Marketer","10","30"
"Belgium","Retail","ML Engineer","10","26"
"Philippines","Retail","Junior Dev","10","26"
"Jordan","Retail","Student","10","27"
"Mauritius","Transportation","Teacher","10","32"
"Bosnia and Herzegovina","Transportation","Business Owner","10","25"
"Netherlands","Agriculture","Content Creator","10","29"
"Libya","Energy","DevOps Engineer","10","35"
"Solomon Islands","Education","Data Analyst","10","28"
"Djibouti","Media","Designer","10","22"
"Azerbaijan","Government","Marketer","10","30"
"Ireland","Education","Doctor","10","29"
"Monaco","Manufacturing","Freelancer","10","18"
"Rwanda","Manufacturing","ML Engineer","10","26"
"Philippines","Retail","Researcher","10","34"
"Guatemala","Agriculture","Designer","10","27"
"Vanuatu","Media","Data Analyst","10","32"
"Serbia","Education","Marketer","10","33"
"Zambia","Media","Business Owner","10","36"
"Iran","Education","Data Analyst","10","29"
"Cameroon","Finance","Researcher","10","33"
"Nicaragua","Legal","ML Engineer","10","46"
"Singapore","Transportation","Business Owner","10","28"
"Kiribati","Healthcare","ML Engineer","10","28"
"North Macedonia","Retail","Freelancer","10","33"
"Lebanon","Energy","Content Creator","10","31"
"Finland","Education","DevOps Engineer","10","32"
"Israel","Healthcare","Student","10","42"
"Zambia","Tech","Lawyer","10","30"
"Luxembourg","Tech","Teacher","10","30"
"Zambia","Transportation","Business Owner","10","29"
"Andorra","Retail","Teacher","10","32"
"Liechtenstein","Media","Product Manager","10","26"
"El Salvador","Manufacturing","Lawyer","10","20"
"Congo","Energy","Non-Tech User","10","25"
"Croatia","Finance","Freelancer","10","40"
"Tajikistan","Manufacturing","Junior Dev","10","17"
"North Macedonia","Healthcare","Non-Tech User","10","33"
"Turkmenistan","Agriculture","Data Analyst","10","38"
"Belarus","Agriculture","Junior Dev","10","20"
"Slovenia","Finance","Lawyer","10","33"
"Philippines","Education","Startup Founder","10","39"
"Saudi Arabia","Government","Freelancer","10","39"
"Angola","Retail","Government Worker","10","33"
"Ivory Coast","Manufacturing","Junior Dev","10","34"
"Iran","Retail","Doctor","10","22"
"Australia","Retail","Business Owner","10","34"
"Sri Lanka","Agriculture","Product Manager","10","43"
"UAE","Agriculture","Business Owner","10","18"
"Ireland","Retail","Cybersecurity Analyst","10","25"
"Trinidad and Tobago","Education","Senior Developer","10","34"
"Italy","Healthcare","Business Owner","10","31"
"Ecuador","Tech","Student","10","26"
"Morocco","Retail","Student","10","30"
"Bhutan","Retail","Student","10","43"
"Croatia","Energy","Content Creator","10","33"
"Andorra","Media","Teacher","10","47"
"Gambia","Media","Marketer","10","27"
"Bhutan","Finance","Researcher","10","36"
"Finland","Finance","ML Engineer","10","21"
"Bulgaria","Healthcare","Startup Founder","10","22"
"Laos","Manufacturing","Government Worker","10","30"
"Qatar","Transportation","Cybersecurity Analyst","10","28"
"Czech Republic","Legal","Government Worker","10","28"
"Sudan","Media","Content Creator","10","31"
"China","Transportation","Non-Tech User","10","25"
"Ivory Coast","Healthcare","Senior Developer","10","30"
"Ivory Coast","Agriculture","Cybersecurity Analyst","10","28"
"Portugal","Tech","Teacher","10","30"
"Madagascar","Manufacturing","Student","10","33"
"Israel","Retail","Lawyer","10","32"
"Burkina Faso","Government","Designer","10","34"
"Israel","Healthcare","Junior Dev","10","24"
"Bulgaria","Retail","Data Analyst","10","33"
"Armenia","Transportation","Cybersecurity Analyst","10","17"
"Venezuela","Media","Marketer","10","28"
"Greece","Education","ML Engineer","10","17"
"Armenia","Retail","Non-Tech User","10","36"
"Kuwait","Media","Student","10","34"
"Dominican Republic","Transportation","Designer","10","32"
"Venezuela","Tech","Freelancer","10","24"
"Netherlands","Manufacturing","ML Engineer","10","31"
"Peru","Tech","Researcher","10","34"
"Latvia","Government","Non-Tech User","10","30"
"Japan","Media","Non-Tech User","10","29"
"Tonga","Energy","Product Manager","10","34"
"Rwanda","Finance","Non-Tech User","10","27"
"Denmark","Education","Senior Developer","10","21"
"Cuba","Finance","Non-Tech User","10","26"
"Marshall Islands","Finance","Teacher","10","33"
"Bolivia","Tech","Non-Tech User","10","27"
"Sierra Leone","Healthcare","Teacher","10","30"
"Turkey","Finance","Freelancer","10","28"
"Thailand","Retail","Freelancer","10","28"
"Mauritius","Retail","Data Analyst","10","30"
"Jordan","Agriculture","Senior Developer","10","24"
"Maldives","Tech","Junior Dev","10","30"
"Finland","Finance","Product Manager","10","29"
"Malaysia","Healthcare","Doctor","10","22"
"Georgia","Education","Marketer","10","23"
"Lebanon","Energy","Student","10","43"
"Afghanistan","Tech","Designer","10","29"
"Namibia","Energy","Junior Dev","10","26"
"North Macedonia","Education","Business Owner","10","15"
"Comoros","Retail","Data Analyst","10","39"
"Sierra Leone","Retail","Lawyer","10","27"
"Niger","Legal","Doctor","10","34"
"Ivory Coast","Finance","Product Manager","10","22"
"Sri Lanka","Media","Business Owner","10","36"
"Peru","Education","Researcher","10","34"
"Uzbekistan","Media","Startup Founder","10","39"
"Ukraine","Tech","DevOps Engineer","10","33"
"Estonia","Transportation","Content Creator","10","25"
"Afghanistan","Finance","Designer","10","24"
"Moldova","Agriculture","Non-Tech User","10","33"
"Israel","Agriculture","Business Owner","10","33"
"Kuwait","Healthcare","Marketer","10","36"
"Uruguay","Media","Cybersecurity Analyst","10","28"
"Brazil","Legal","Researcher","10","30"
"Mauritius","Agriculture","Junior Dev","10","28"
"Austria","Healthcare","Researcher","10","34"
"Botswana","Media","Doctor","10","30"
"Cambodia","Retail","Marketer","10","33"
"Azerbaijan","Healthcare","Junior Dev","10","26"
"Costa Rica","Tech","Doctor","10","34"
"Egypt","Agriculture","Product Manager","10","18"
"Senegal","Agriculture","Cybersecurity Analyst","10","33"
"Bulgaria","Media","Designer","10","33"
"DR Congo","Media","Non-Tech User","10","38"
"Finland","Healthcare","Marketer","10","29"
"Laos","Energy","Freelancer","10","26"
"Canada","Healthcare","Lawyer","10","39"
"Bulgaria","Finance","Student","10","39"
"Saudi Arabia","Legal","Product Manager","10","26"
"Sri Lanka","Legal","Marketer","10","27"
"Afghanistan","Legal","Lawyer","10","34"
"Brazil","Energy","DevOps Engineer","10","34"
"Canada","Government","Data Analyst","10","32"
"Andorra","Tech","Product Manager","10","22"
"Colombia","Finance","Marketer","10","31"
"USA","Tech","Startup Founder","10","39"
"Cuba","Retail","Startup Founder","10","39"
"UAE","Healthcare","DevOps Engineer","10","31"
"Japan","Media","Data Analyst","10","29"
"Bhutan","Energy","Lawyer","10","28"
"Canada","Education","Government Worker","10","28"
"Eswatini","Media","ML Engineer","10","28"
"San Marino","Agriculture","ML Engineer","10","29"
"Oman","Healthcare","Researcher","10","42"
"Trinidad and Tobago","Legal","DevOps Engineer","10","38"
"Nicaragua","Government","Product Manager","10","35"
"Palau","Legal","Product Manager","10","35"
"Portugal","Retail","Freelancer","10","32"
"Cambodia","Healthcare","Marketer","10","32"
"Armenia","Manufacturing","Non-Tech User","10","30"
"Kenya","Manufacturing","Junior Dev","10","29"
"Afghanistan","Legal","Content Creator","10","26"
"Ivory Coast","Tech","Teacher","10","30"
"Somalia","Retail","Senior Developer","10","30"
"Cyprus","Retail","Product Manager","10","30"
"Mauritius","Manufacturing","Teacher","10","36"
"Indonesia","Education","Cybersecurity Analyst","10","23"
"Honduras","Government","Lawyer","10","34"
"Congo","Transportation","Government Worker","10","30"
"Algeria","Education","Non-Tech User","10","21"
"Austria","Healthcare","Freelancer","10","36"
"Nigeria","Government","Startup Founder","10","35"
"Honduras","Energy","Marketer","10","32"
"Monaco","Legal","Product Manager","10","36"
"Djibouti","Tech","Senior Developer","10","24"
"Lithuania","Government","Student","10","31"
"Panama","Agriculture","Startup Founder","10","20"
"Kenya","Energy","Non-Tech User","10","41"
"Equatorial Guinea","Finance","Marketer","10","33"
"Monaco","Legal","Researcher","10","28"
"Australia","Government","Junior Dev","10","34"
"Kosovo","Energy","Government Worker","10","29"
"Seychelles","Transportation","Marketer","10","33"
"Belgium","Government","Lawyer","10","22"
"South Africa","Manufacturing","Non-Tech User","10","29"
"Portugal","Legal","Non-Tech User","10","28"
"Cambodia","Transportation","Cybersecurity Analyst","10","31"
"Israel","Government","Data Analyst","10","36"
"Israel","Retail","Business Owner","10","30"
"Libya","Media","Startup Founder","10","33"
"France","Government","Non-Tech User","10","29"
"Iraq","Education","Cybersecurity Analyst","10","22"
"Mozambique","Tech","Senior Developer","10","21"
"Benin","Education","Teacher","10","33"
"Vatican City","Transportation","DevOps Engineer","10","29"
"North Korea","Agriculture","Marketer","10","36"
"Japan","Energy","Freelancer","10","27"
"Chile","Transportation","Doctor","10","32"
"Mongolia","Manufacturing","Teacher","10","29"
"Palau","Energy","Cybersecurity Analyst","10","28"
"Kosovo","Manufacturing","Teacher","10","22"
"Honduras","Manufacturing","Teacher","10","37"
"Indonesia","Government","Junior Dev","10","28"
"Georgia","Manufacturing","Junior Dev","10","44"
"Norway","Manufacturing","Content Creator","10","37"
"Chad","Energy","ML Engineer","10","24"
"Nigeria","Healthcare","Government Worker","10","36"
"Italy","Manufacturing","Data Analyst","10","36"
"Vietnam","Media","Junior Dev","10","33"
"South Sudan","Tech","Junior Dev","10","31"
"Italy","Tech","Doctor","10","19"
"Peru","Agriculture","Cybersecurity Analyst","10","36"
"Guatemala","Legal","Content Creator","10","37"
"Turkmenistan","Media","DevOps Engineer","10","31"
"Morocco","Agriculture","DevOps Engineer","10","31"
"El Salvador","Healthcare","Non-Tech User","10","33"
"Oman","Media","ML Engineer","10","29"
"Angola","Media","Student","10","24"
"Ecuador","Finance","Business Owner","10","22"
"Slovakia","Media","Junior Dev","10","34"
"Argentina","Healthcare","Senior Developer","10","22"
"Chad","Retail","Junior Dev","10","26"
"Mozambique","Manufacturing","Startup Founder","10","26"
"Spain","Energy","Product Manager","10","33"
"Iraq","Education","Data Analyst","10","26"
"Cameroon","Education","Cybersecurity Analyst","10","30"
"Pakistan","Healthcare","DevOps Engineer","10","18"
"Belarus","Media","Freelancer","10","24"
"Bulgaria","Media","Business Owner","10","21"
"Canada","Healthcare","Teacher","10","28"
"Nigeria","Healthcare","Doctor","10","28"
"Zambia","Education","Government Worker","10","31"
"Vietnam","Legal","Content Creator","10","21"
"Panama","Education","Startup Founder","10","33"
"Tajikistan","Government","Researcher","10","31"
"Chile","Healthcare","Cybersecurity Analyst","10","30"
"Haiti","Energy","Product Manager","10","25"
"Ethiopia","Finance","Data Analyst","10","27"
"Latvia","Manufacturing","Freelancer","10","42"
"Trinidad and Tobago","Healthcare","Non-Tech User","10","34"
"Gambia","Transportation","Startup Founder","10","21"
"Yemen","Energy","Marketer","10","21"
"UK","Healthcare","Data Analyst","10","30"
"Libya","Healthcare","Lawyer","10","29"
"Uruguay","Education","Cybersecurity Analyst","10","26"
"Belarus","Manufacturing","Content Creator","10","30"
"Saudi Arabia","Media","Doctor","10","19"
"Cyprus","Retail","Doctor","10","39"
"Ukraine","Retail","Lawyer","10","22"
"Moldova","Healthcare","Doctor","10","19"
"Belarus","Finance","Product Manager","10","38"
"Brazil","Media","DevOps Engineer","10","29"
"Eswatini","Transportation","Data Analyst","10","28"
"Marshall Islands","Tech","Lawyer","10","26"
"Italy","Healthcare","Junior Dev","10","36"
"Iran","Agriculture","Senior Developer","10","18"
"Vietnam","Manufacturing","Cybersecurity Analyst","10","38"
"Venezuela","Healthcare","Cybersecurity Analyst","10","25"
"Turkmenistan","Legal","Content Creator","10","32"
"Turkmenistan","Transportation","Doctor","10","41"
"Turkmenistan","Manufacturing","Government Worker","10","27"
"Egypt","Agriculture","Freelancer","10","30"
"Afghanistan","Manufacturing","Researcher","10","28"
"Kosovo","Transportation","Teacher","10","34"
"Chad","Education","Product Manager","10","27"
"Nigeria","Government","Product Manager","10","27"
"Brazil","Healthcare","Non-Tech User","10","25"
"India","Media","Cybersecurity Analyst","10","35"
"DR Congo","Transportation","Freelancer","10","32"
"Syria","Tech","Researcher","10","25"
"Tajikistan","Healthcare","Junior Dev","10","34"
"Liberia","Healthcare","Product Manager","10","26"
"Burkina Faso","Manufacturing","Government Worker","10","33"
"South Africa","Manufacturing","Content Creator","10","34"
"Australia","Finance","Data Analyst","10","31"
"Ecuador","Tech","Content Creator","10","35"
"Uzbekistan","Government","Product Manager","10","31"
"Nepal","Tech","Government Worker","10","24"
"Eswatini","Tech","Marketer","10","36"
"Montenegro","Retail","Non-Tech User","10","25"
"Venezuela","Healthcare","Non-Tech User","10","33"
"Nicaragua","Government","Senior Developer","10","26"
"Nepal","Energy","Junior Dev","10","30"
"India","Legal","Researcher","10","27"
"Cape Verde","Agriculture","ML Engineer","10","25"
